Text,CogData
There is a government drive in #Bangladesh to professionalise and upskill the health sector. UK institutions are invited to apply for a research grant to help deepen our understanding of Bangladesh's medical education system.\n\nApply by 17 Jan.\n\n,Yes
Support research into gender equality in higher education in India by applying for this research study grant.\n\nOpen to all UK institutions. Apply by 25 January 2021 at 11.59pm (UK time).\n\n,Yes
"UK institutions: apply for a £250,000 grant to conduct research that assesses the quality and quantity of existing tertiary education partnerships between the UK and countries throughout East and Southeast Asia. Apply by 15 January:\n",Yes
"IPA is pleased to announce new seed funding for research into human trafficking.\nSmall grants ($2.5-35k) inc. developing ideas, travel, pilots, partnership development. \nWith leadership from @ceciliamo &amp; @guygrossman &amp; funding from @JTIP_State ",Yes
RT @HelmsleyTrust: Helmsley’s new $1.2 million grant will enable the construction of a new unit at @CentraCare_MN St. Cloud Hospital,Yes
The Indianapolis-based Lumina Foundation has announced eleven grants totaling $3.2 million in support of organizations working to eradicate systemic racism in fields aligned with the foundation's work,Yes
"The Rockefeller Foundation has announced the addition of Jackson, Mississippi and Baltimore, Maryland, to the Rockefeller Opportunity Collective, as well as grants totaling $7 million in support of communities hit hard by the coronavirus pandemic",Yes
"The Michigan Health Endowment Fund recently announced over $13.2 million in healthy aging and special projects awards. In Healthy Aging, the team selected grants in three strategic priority areas: caregiving, care coordination, and improving healthcare",Yes
"Tech nonprofits! Applications are open for #Catalyst2021, @WirelessFdn's grants program for social entrepreneurs using wireless to solve pressing health &amp; well-being issues. Apply for up to $100K in funding",Yes
One week left to apply to the @Cisco Global Problem Solver Challenge! This $1M challenge supports entrepreneurs from around the world with ideas that leverage technology for social impact 🚀 Apply by 1/29 for $10K - $250K in grant money,Yes
"ech nonprofits, the @FullCircleFund is accepting applications for its 2021 Grant Cycle &amp; Tech Accelerator programs! Apply by February 1 for a $15K grant, 4 months dedicated pro bono support, and community",Yes
"Calling all democracy organizations! 📢 @newprofit just opened submissions for its Civic Lab initiative. If you're an innovative, nonpartisan, entrepreneur-led organization creating increased civic trust in America, apply by 1/22 for a $50K-$100K grant",Yes
"Funding Opportunity 💸 EdTech organizations, the @Moto Solutions Foundation is awarding grants of up to $50K to solutions that engage students in innovative, hands-on STEM activities. Apply by February 1",Yes
Funding Opportunity 💸 Are you a nonprofit committed to intersectional racial justice and addressing economic disparities that affect Black and Brown workers? Apply to the Elevate Initiative by January 11 for a grant ranging from $100K to $300K,Yes
"Rs 35CR grant for rural Rajasthan \""Panchayat Elementary Education Officers\""",Yes
SBI Foundation Grant @ngoclubindia,Yes
DEPARTMENTS PROVIDING GOVERNMENT GRANTS @ngoclubindia,Yes
Nestle Foundation- Research Grants and Support @ngoclubindia,Yes
"Funding Call: Disability, Environment and Poverty Alleviation – Gupta Family Foundation Grant @ngoclubindia",Yes
Microsoft AI for Health COVID-19 Grant @ngoclubindia,Yes
National Lottery Grants for Heritage Reopens for Applications up to £5m,Yes
Heart Research UK and SUBWAY Offer Healthy Heart Grants,Yes
Magic Little Grants 2021 Open on 1 March,Yes
Scotland's New Apprenticeship Employer Grant Now Open,Yes
Chancellor Announces £4.6 Billion Business Lockdown Grants,Yes
Festive Season Grants for England's Tier 2 and 3 Wet-Led Pubs,Yes
Asda Foundation - Feeding Communities Grant - Reminder Early December Deadline,Yes
British Council Grants for International Digital Collaboration,Yes
Grants for Delivery of a Heritage Sector Business Training Programme in Wales,Yes
Grants for UK Cultural Organisations to Recover from Impact of COVID-19,Yes
Creative Scotland Launches Youth Arts Small Grant Scheme,Yes
£2m Air Quality Grants Programme Reopens for 2020,Yes
Grants to Support UK Theatre Workers,Yes
Postcode Neighbourhood Grants to British Organisations Affected by COVID-19,Yes
"Small registered charities can apply for #grants of up to £15,000 for projects working with young #offenders; prisoners and ex-prisoners as well as young disadvantaged people at risk of criminal involvement. Apply by 30th April 2021",Yes
The Scottish Government’s Hardship Fund for Creative Freelancers has reopened for applications with a further £9 million in emergency funding available,Yes
The Department for Education has announced that Further Education colleges and designated institutions in England can now bid for capital funding from the Further Education Capital,Yes
"Registered charities that work to tackle family problems or problems facing one or more of its members can apply for #grants of between £1,000 and £5,000",Yes
"Charities, voluntary organisations, think tanks, campaigning groups, research bodies and universities can apply for grants of between £10K and £200K for work that improves financial wellbeing, especially for those on low-to-middle incomes",Yes
"Online fundraising platform Localgiving, together with the Postcode Community Trust has announced that this year’s Magic Little Grants #grants programme has re-opened for applications. Grants of up to £500 are available",Yes
"Theatre Operators can apply for #grants of up to £20,000 to improve the environmental sustainability of their theatres. Apply by the 6th September 2021",Yes
"#Grants of up to £10,000 are available to run chemistry-based events and activities for public audiences and in #schools. Apply by the 6th April 2020",Yes
"#Grants of up to £4,000 are available to enable registered #charities and mainstream state #schools in London to deliver fun and accessible activities for children and young people during the school holidays. Apply by 25th April 2021",Yes
Grants of up to £40K available to charities and not-for-profit arts organisations that use art to help people living with mental health problems in ethnically diverse communities across the UK. Apply by the 21st April 2021,Yes
New £1 million programme launched to help London’s businesses and community groups emerge stronger from the current #coronavirus crisis. #Grants of up to £50K may be available. Apply by the 1st April 2021,Yes
A new £250K fund has been launched to get wider representation and coverage of #disadvantaged and #marginalised groups within the news and media. Apply by the 22md March 2021. #grants,Yes
"#Grants of between £25K and £200K are available for innovative Road Safety projects. The funding is available to both public and professional associations, registered charities and university departments. Apply by 19th April 2021",Yes
#Youth groups operating in #rural communities across Scotland can apply for #grants of between £100 and £750 to provide more and/or better youth work opportunities for young people. Apply by the 28th March 2021,Yes
A new initiative has been launched by the PRS Foundation to tackle anti-Black #racism and disparities within the music industry. #Grants of up to £15K are available,Yes
"#Grants of up to £10,000 are available for projects from across the UK which are working to create resilient #rural communities. Apply by the 19th March 2021",Yes
"#Grants of up to £35,000 are available to clusters of #schools to work with partner schools overseas to support a wide range of global learning activities. Apply by the 12th April 2021",Yes
#Grants of up to £1.5 million are available to community-led partnerships to tackle #climate change. Apply by the 8th April 2021,Yes
"#Grants of up to £5,000 are available to charities that support young adults with learning difficulties after they leave school. Apply by the 31st March 2021.",Yes
View the new Grants Online Funding News Word Cloud. Click on the image and then the words to fund the latest funding opportunities relating to that word,Yes
"Schools in the UK can apply for #grants of up to £1,000 to set up breakfast clubs for disadvantaged children.",Yes
The School for Social Entrepreneurs has partnered with the National Lottery Heritage Fund to provide #grants of up to £10K and support programme to build the capacity of heritage sector organisations to strengthen their resilience and sustainability,Yes
"#Grants of up to £5,000 are available to individuals and organisations with ideas that will help make the chemical #sciences more inclusive and diverse",Yes
"Local community groups, #nurseries, #schools, #care homes, #housing associations, and charities, etc can apply for #grants of up to £150 to use good food to connect and bring together people of all ages and from different backgrounds",Yes
"#Grants of up to £3,000 are available to help independent, entrepreneurial #music creators of all genres and disciplines build their career. Apply by the 15th March 2021",Yes
Emergency flood relief funding is available to community #sports clubs and not-for-profit organisations to help them repair flood-damaged facilities,Yes
"#Grants of up to £40,000 are available to charitable women’s organisations across the UK working to enable #women and girls to improve their #mental health and wellbeing and/or improve their financial resilience during the #Covid-19 pandemic.",Yes
"The UK Government has announced a £20 million SME Brexit Support Fund to help small and medium sized businesses (SMEs) adjust to new customs, rules of origin, and VAT rules when trading with the European Union.",Yes
"Grants of up to £2,000 are available to #artists and for new, innovative visual arts projects. Apply by the 11th April 2021",Yes
"#Grants of up to £15K per year for up to three years are available to Scottish charities and projects that help alleviate social deprivation, particularly amongst women, children and young people at risk. Apply by the 30th April 2021",Yes
"#Grants of up to £5,000 are available for extracurricular projects, that engage with groups of young people in Scotland who are underrepresented in the digital sector",Yes
#Schools in deprived areas across the UK are invited to apply for funding to start or improve their breakfast clubs,Yes
"#Charities or not for profit organisations wishing to provide or organise leisure activities for people with physical #disabilities can apply for #grants of up to £5,000",Yes
"Schools, Parish Councils and other community-based organisations in rural England that want to develop renewable energy projects can apply for #grants of up to £100,000.",Yes
"Financial awards of up to £15,000 are available to charities and community groups for projects or initiatives which benefit local communities centred around Scotmid or Semichem stores in Scotland",Yes
"Grants of between £30,000 and £250,000 available to frontline organisations in England led by and providing services for black and #minority women and girls affected by violence. Apply by the 5th March 2021.",Yes
"#Grants of up to £2,500 are available to charitable organisations supporting challenged and vulnerable young people under the age of 16 in the UK. Next application deadline 30th Aril 2021",Yes
#Grants of up to £5K are available to deliver #health and #wellbeing activities to vulnerable people. The grants will be given to projects working in the 18 host towns and cities hosting the #Rugby League World Cup 21.,Yes
"#Grants of up to £10,000 are available to voluntary and community organisations addressing local needs in former coalfield communities.",Yes
"#Grants of up to £1,000 are available to UK registered charities to support people who are homeless. Priority to applications that help Black, Asian and Minority Ethnic communities. Apply by the 28th February 2021.",Yes
"Community groups and schools can now apply for #grants of up to £1,000 for projects in England, Wales and Scotland that benefit their local community",Yes
"Commercial #sport and leisure #businesses which have suffered financially as a result of the Covid-19 pandemic can apply for #grants of up to £15,000. Apply by the 19th February 2021.",Yes
The UK Government has announced £11 million in #funding to help the UK’s energy entrepreneurs to turn their clean and green ideas into real products and services that help eliminate carbon emissions. Apply by the 26th February 2021.,Yes
"#Grants are available to registered charities for maritime activities and outdoor pursuits that help young, disadvantaged and disabled people up to 25 years of age in England, Wales and Scotland.",Yes
"Local and national charities in England and Wales can apply for #grants of between £10,000 and £80,000 for projects lasting up to three years that help to reduce #loneliness and isolation amongst older people aged over 50. Apply by the 31st March 2021",Yes
"Swimming and aquatic clubs and organisations experiencing short-term financial hardship due to the effects of the Covid-19 pandemic can apply for grants of between £250 and £1,000. Apply by the 26th February 2021.",Yes
"Grants of between £200 and £2,000 are available for projects which empower disadvantaged young people aged 11 -25 in the UK to fulfil their potential by providing safe social spaces, mentoring or work, and social skills.",Yes
"Community groups and schools can apply for grants to bring music to their community. The funding can be put towards musical instrument costs, workshops/training, and a variety of educational opportunities.",Yes
Grants of up to £800 are available to stimulate interest and enable involvement in mathematics from Key Stage 1 (age 5+) to Undergraduate level and beyond. Apply by the 30th April 2021.,Yes
"Small charities, schools and community groups with innovative ideas that benefit their community can apply for #grants of up to £50K for projects that build more connected, more resilient communities.",Yes
Charities in England and Wales can apply for #grants for projects that help disadvantaged children and young people. Grants of up to £60K per year for up to 3 years are available.,Yes
"UK schools, colleges or home school groups can apply for #grants of up to £600 for small-scale projects or events linked to the teaching or promotion of physics and engineering to pupils aged 5-19",Yes
#Grants of up to £10K are available for UK projects which are working to create resilient rural communities affected by Covid-19. Examples include rolling out food &amp; medicine delivery services; supporting isolated people; or mental health support,Yes
"Charities working in rural areas to support the education of young people or relief of poverty can apply for #grants of up to £50,000. Apply by the 29th May 2021",Yes
"Grants of between £1,000 and £100,000 are available to help the creative and cultural sector in Scotland adapt and respond to the Covid-19 pandemic. A total of £7.5 million is available",Yes
Youth groups operating in rural communities in Scotland can apply for #grants of between £100 and £750 to provide more and/or better youth work opportunities for young people. Apply by the 28th February 2021.,Yes
"UK-registered charities supporting migrants, refugees and asylum seekers; criminal justice and penal reforms can apply for #grants of up to £20,000. Apply by the 25th April 2020",Yes
"Ofwat has launched a new £2 million challenge fund to encourage the water sector to work with partner organisations to address the needs of society and the environment and meet many of the challenges the sector faces. #Grants of up to £250,000 available",Yes
"#Grants of up to £100,000 available to local authorities, area sports associations, sports trusts, schools and charities in Scotland to improve their sports facilities",Yes
"The Mayor of London has launched a Food Roots Incubator programme. The programme will offer #grants of £10,000 - £15,000 to new and existing cross-sector food partnerships. Apply by the 18th February 2021",Yes
"Schools and community groups within the UK can apply for #grants of between £300 and £1,500 to get communities and young people up to the age of 21 involved in the planting of and caring for trees, orchards and hedges",Yes
"#Grants of up to £20,000 are available to voluntary and third sector organisations in Wales, to tackle barriers that stop people from volunteering. Apply by the 12th April 2021",Yes
"Deutsche Bank has launched its Awards for Creative Enterprise. The Awards will provide a cash prize fund of £60,000 and business support for a year to aspiring individuals who want to go into business in the creative industries",Yes
"Grants of up to £4,000 are available to local projects that support communities affected by the Covid-19 pandemic, addressing their emerging needs and improving community engagement with public health initiatives",Yes
£20 million in #grants is to be made available from dormant bank and building society accounts to help the VCSE sector in Northern Ireland to be more resilient and prepared for the future by funding activity that increases capacity and sustainability,Yes
"Grants of between £15,000 and £50,000 are available for early-stage projects that use technology to improve digital adult vocational education. Apply by the 11th February 2021",Yes
"Local youth clubs, uniformed youth groups, and national youth and umbrella organisations can apply for #grants of up to £250,000 to help mitigate the impact of lost income during the winter period due to the coronavirus pandemic",Yes
"Local charities, community groups and other not for profit organisations affected by the pandemic can apply for grants of up to £25,000 of last resort to protect at-risk spaces such as cultural, youth and education centres, and social clubs",Yes
"Grants of up to £4,000 are available to enable registered charities and mainstream state schools in London to deliver fun and accessible activities for children and young people during the school holidays. Apply by the 1st March 2021",Yes
"Not-for-profit organisations in the UK that are working to address the concerns of children and young people using the arts and creative media can apply for #grants of up to £1,500",Yes
"Grants of up to £25,000 are available to charities and other not for profit organisations for projects to help those who are offline and on a low income, understand and benefit from smart meters. Apply by the 12th February 2021",Yes
"Councils, #schools and community groups can bid for #grants to hold their own local events to celebrate and commemorate the positive impact of the Windrush Generation on modern Britain. Grants of up to £25K are available. Apply by the 10th March 2021",Yes
Secondary and Middle schools can apply for grants of up to £600 to support the purchase of resources for teaching Christianity in Religious Education,Yes
#Grants of up to £50K are available to support the post-Covid-19 recovery &amp; renewal of charities and community groups in London. The closing date for applications is 12pm on the 15th February 2021.,Yes
"Sports clubs, charities and not for organisations can apply for #grants of between £10,001 and £50,000 to help clubs and community groups through the ongoing coronavirus (Covid-19) pandemic to return to play.",Yes
"Schools can apply for #grants of up to £10,000 to improve their library. Preference will be given to primary schools",Yes
"The Energy Saving Trust has announced that charities in England, Scotland and Wales can now apply for funding of up to £2 million through the Energy Redress Scheme. Apply by the 2nd February 2021",Yes
The British Film Institute has announced that the second round of the Culture Recovery Fund for Independent Cinemas in England is now open to applications. Apply by the 1st February 2021,Yes
"Sport clubs and organisations in England can apply for #grants of up to £10,000 to respond to the challenges of the new lockdown measures and to return to play in a coronavirus-safe way. Applications can be submitted at any time until the 30th June 2021",Yes
"Individuals working in secondary schools, colleges of further education and higher education institutions can apply for #grants of £600 towards the costs of running an educational activity relating to mathematics",Yes
"Not-for-profit organisations in the UK can apply for #grants of up to £70,000 to use technology to explore different approaches to delivering better services during the Covid-19 crisis. The closing date for applications is the 12th February 2021",Yes
"Christian charities and churches in Scotland can bid for #grants of £20,000, to support an innovative project that will enable individuals, families and communities to receive emotional and spiritual support during the Coronavirus pandemic",Yes
"Power to Change has teamed up with Crowdfunder to launch Community Business Crowdmatch to support new or existing community businesses responding to the Covid-19 crisis. Up to £10,000 is available",Yes
"#Grants of up to £5,000 are available to support the development of outstanding women, trans and non-binary songwriters and composers of all genres and backgrounds at different stages of their career",Yes
The Department for Education has announced a short-term Covid Workforce Fund to support schools and colleges facing financial and staffing pressures due to the Covid-19 pandemic in England.,Yes
"Small charities, schools and community groups can apply for grants of up to £50,000 for projects that build more connected, more resilient communities; and give people the tools to become more financially independent.",Yes
"The DfE has announced a new £100 million scheme to enable students to study abroad. The new Turing scheme will replace the UK's participation in Erasmus+. The scheme starts in September 2021 and will provide funding for around 35,000 students",Yes
"#Grants of up to £20,000 are available to black-led grassroots organisations and projects in the UK that are working to eliminate barriers to progress for black women and girls. Apply by the 21st January 2021",Yes
"#Grants of up to £5K are available to communities, community and arts organisations to premiere their work. DISRUPT 2021 is a digital arts festival that aims to explore how the performing arts have supported communities during the pandemic",Yes
"Small charities and community groups in England can apply for #grants of between £300 and £2,500 for projects that reduce loneliness by helping people to feel more connected. The closing date for applications is the 26th January 2021",Yes
Frontline organisations working to tackle violence against women and girls in Scotland can apply for a share of up to £13 million to help them develop and further their work over the next three years. #grants ,Yes
"#grants of up to £90,000 are available to regional #museums and #galleries in the UK. Higher amounts will be considered for exceptional projects. The closing date for applications is the 8th January 2021.",Yes
Ofgem has launched a new £1million Carbon Emissions Reduction Fund. #grants of to £500K available to charities and non-profit organisations to reduce energy use. Apply by 11th February 2021.,Yes
"Our #funding for two-year unrestricted grants of £50,000 is now open for #SmallButVital charities! Read our full eligibility guidance to learn more about our overall approach to grantmaking, basic criteria and complex social issues",Yes
"t least 25% of the total £9.5 million in unrestricted grants we award this year will be ringfenced for Black, Asian and minority ethnic led #SmallButVital charities⭐️\n\nCheck your eligibility and apply",Yes
"1/🚨FUNDING NOW OPEN!🚨\n\n#SmallButVital charities can now apply for a two-year unrestricted grant of £50,000. Applications will stay open throughout the year.\n\nTo check eligibility and apply, visit our website ",Yes
"Our next webinar, Bid Writing: Tips and Tricks, is happening next Tuesday (March 9th) at 10am.\n\nHear experts from the women's sector share tips on applying for grants, the common pitfalls and key messages to amplify in your",Yes
Our next 'how to apply' webinar starts in one hour! Come along to ask questions and hear advice on applying to the Women Thrive Fund.\n\n💰 Grants of up to £40k\n⭐ Focus on improving mental health &amp; financial resilience\n📅 Apply by 25th,Yes
Come and work with us! \n\nThere's just over a week left to apply to join us as a Grants Manager. Send across a one-page covering letter to recruitment@rosauk.org by midnight on Sunday 7th March 2021.\n\nApply now,Yes
📢NEW FUNDING available for women's and girls' organisations📢 \n\nIn partnership with @SmallwoodTrust we're giving grants of up to £40k to organisations delivering projects that improve mental health &amp; wellbeing and/or financial resilience,Yes
$73 million in grants. $37 million in no-interest loans. The NYC COVID-19 Response &amp; Impact Fund raised and distributed funding to nearly 800 local nonprofits in the early days of the #COVID19 pandemic. Learn more about this effort,Yes
"Announcing the NGO CSW65 Young Feminist Awards! With @WomenHaveWings, the YLYPs excited to announce five $5,000 grant awards to youth leaders and young professionals",Yes
"Tech providers | Come up with tech-based solutions for increasing trust in public transportation and get the chance to receive up to $500,000 in grant funding",Yes
Could your organization benefit from a $10K tech grant? Applications are now being accepted for the @Tech_Impact 2019 Technology Innovation Awards,Yes
The $100M @Netflix Fund for Creative Equity will make grants to organizations that support creators and actors of color working in film and television,Yes
TD Charitable Foundation awards grants totaling nearly $5M to help COVID-impacted renters,Yes
Weston Family Foundation awards nearly C$25M in grants to support the conservation of biodiversity on the Canadian Prairie Grasslands,Yes
"The American @Honda #Foundation awarded #grants, to 6 #nonprofits, totaling more than $324k USD to Support #literacy, #JobTraining and #STEAM #EducationPrograms. Learn more about the chosen #NonprofitOrganizations",Yes
"To date, the Global Grants program has supported projects in more than 40 countries, from Argentina to Vietnam. This worldwide program supports nongovernmental organizations that are improving maternal health for local women’s needs",Yes
Grant opportunity: Good Cloud has a new foundation and they're inviting UK charities to register their interest. Find out more,Yes
Deadline 5 February!🚨\n\nSubmit your application for the International Association for Dental Research (IADR) Osteology Grant now,Yes
Apply now for Chris Herron Professional Development Fund! The fund provides grants for emerging nonprofit leaders to participate in professional development opportunities. Grants are up to $500,Yes
"Applications for grants of up to £10k from @wethecatalysts and @TNLComFund are open until 27th Nov. The programme is open to charities and civil society orgs working within sectors such as early years, domestic abuse, financial wellbeing and mental health",Yes
The Global Development Network (GDN) invites applications for AFD-GDN Biodiversity &amp; Development Award - a global competitive research program,Yes
#Funding Apply for IUCN NL's Land Acquisition Fund 2021 - \n\nThe project should take into account local participation in conservation and management of the area to be acquired,Yes
#Funding Applications Invited for UNESCO Silk Roads Youth Research Grant 2021 - to mobilize young researchers for further study of the Silk Roads shared heritage,Yes
Funding Earth Journalism Network (EJN) invites applications for EJN Ocean Story Grants 2021 - \n\nEJN will commission stories that seek to investigate emerging and long-standing issues facing ocean conservation and sustainable use,Yes
#Funding SAARC Tuberculosis and HIV/AIDS Centre (STAC) invites applications for STAC Small Research Grants 2021 - to accelerate the progress toward achieving Sustainable Development Goals with a vision to make the SAARC region free of TB and HIV/AIDS,Yes
"We are thrilled to share Lilly Endowment Inc. has awarded us $500,000 to expand &amp; sustain Community Learning Sites, small hubs that provide no-cost, weekday eLearning support and supervision for Indianapolis K-12 students",Yes
"DEADLINE: Sun. 14 March @Comcast launches #ComcastRISE Investment Fund, providing $5 million dollars in grants to hundreds of Black, Indigenous, and People of Color (BIPOC)-owned, small businesses",Yes
"GRANT OPPORTUNITY: Up to $50,000 available for businesses that sustained damages over Hurricanes Irma or Maria in #PuertoRico via @wjournalpr",Yes
DEADLINE: Mon. 8 Feb. #Smallbusiness impacted by #COVID19 can apply for the second round of #CAReliefGrant,Yes
DEADLINE: Fri. 12 Feb. #ProjectInnovation will grant nearly $3.5 million to non-profit organizations tackling everyday problems through innovative solutions,Yes
"DEADLINE: Tues. 29 Dec. Rural small businesses can apply for the Rural Relief Small Business Grants program, launched by @ClintonGlobal partner @LISC_HQ and @Lowes",Yes
"Accepting applications for its 2021 #HumanitarianAid Program that provides #grant funding for humanitarian organizations across the globe that use the power of aviation to help save lives, promote human welfare and alleviate the suffering",Yes
New Grants for NGOs working on Social Justice,Yes
20+ Grants for NGOs working on Climate Change Projects,Yes
"USAID’s Collective Action to Reduce Gender-Based Violence (CARE-GBV) activity is seeking innovative concept note applications for small grants from new, local, and underutilized partners and organizations",Yes
We have compiled International Grant Opportunities to support HIV/AIDS Projects in Africa,Yes
We have compiled some of the grant opportunities to benefit NGOs and Individuals in Pakistan,Yes
Earth Journalism Network (EJN) is offering reporting grants to support the production of investigative stories that will call attention to critical ocean issues,Yes
Positive Action is inviting applications for the 2021 Innovator Grants (Round 1) focusing on Community Based Harm Reduction Services,Yes
🌎 We are offering 📝 research grants to support the elimination of Communicable Diseases in Latin American and Caribbean,Yes
@venturewell is looking for teams of student science &amp; tech innovators seeking funding and training to launch their product! Apply by August 21st for the E-Team Grant,Yes
"Alphabet Inc's Google has unveiled a $25 million global grant to #non-profits and #socialenterprises globally, including in India, that are working on empowering #girls and #women",Yes
"@HDFC_Bank #Parivartan is offering #SmartUp grants to #startups creating sustainable change in the society across #EdTech &amp; #SkillDevelopment sectors. Send in your applications by 16th February, 2021",Yes
"From COVID resilience to climate change, open-source code powers modern society. Today we, @SloanFoundation, @mozilla, @OpenSociety &amp; @OmidyarNetwork announced $1.3M in research grants to maintain and strengthen the field of digital infrastructure",Yes
"Call for Proposals, Small Grant Program “Staying Resilient Amid the Pandemic in Southeast Asia” - SEA Junction ",Yes
"two more days to apply for the role of Programme Officer - Grants Management at WFA, with last date of application extended to December 4th",Yes
ONE WEEK LEFT TO APPLY! Claiming Our Voices: Beijing+25 Review and Follow-up grant. The Call for Applications closes on 5 June,Yes
@AssocMHP launches GRANTS FUND to support small-medium #VCSE #MentalHealth providers working w/communities disproportionately impacted by #Covid19. \n❓Orgs w/turnover £25-500k can apply!\n💷Grants up to £5k\n⏰Deadline - 13 Dec,Yes
"The Albert Hunt Trust is welcoming applications from homelessness charities for grants of up to £5,000. The online application process can be accessed via the website",Yes
There is still time to apply for grants from the COVID-19 Homelessness Response Fund- deadline 14th September,Yes
Emergency grants available for small charities - very short timescale to apply @HomelessLink ,Yes
"Are you an IT #startup working on products or services that can help address #COVID19?\n\nApply for the ‘OIW Accelerate 2020’ competition to receive cash #grants of LKR 500,000/-",Yes
"Ashagee Mangal livelihood project started in the year 2016 in Manipur &amp; till now 322 widows were benefitted including 80 beneficiaries in the year 2020. \n\nThe widows were given a grant of Rs. 50,000/- to start/expand their business",Yes
We are calling application for the 18th Call of BIRAC's Biotechnology Ignition Grant (BIG) scheme in the Agri and Agri-Biotech sector. Applications are open for Grant in aid up to INR 50 lakh from 1st January to 15th March 2021,Yes
"a-IDEA, NAARM-TBI is inviting innovators working on innovative Idea/POC/Prototype stage to apply for “NIDHI PRAYAS” grant up to INR 10 Lakhs in the field of agriculture and allied sectors",Yes
#BankofAmerica Awards $50 Million for #RacialEquity in Economic Opportunity (Grants Roundup) - The Chronicle of Philanthropy,Yes
"Interested in applying for @WK_Kellogg_Fdn's $90M #RacialEquity2030 grant, designed to invite, build &amp; scale ideas for transformative change around the world? Sign up for this Q&amp;A session to learn more tomorrow (Jan. 7) at 11am ET: ",Yes
